"Website","Title","Author","Publication Date","Link","Picture Link","Category","Topic","Relevance"
"RT","""Ukraine is too corrupt to join the EU, and the West is too dishonest to trust""","RT","2025-11-10T10:12:13","https://www.rt.com/news/627527-ukraine-corrupt-eu-dishonest/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.11/thumbnail/69107d632030275aca1b5dd1.jpg","Мнения","Politics","1"
"Vedomosti.ru","""«Умри, моя любовь»: огонь, иди со мной""","Роман Черкасов","2025-12-05T00:22:59","https://www.vedomosti.ru/opinion/columns/2025/12/05/1160685-umri-moya-lyubov","https://cdn.vdmsti.ru/image/2025/9e/1ca4av/normal-1qkm.jpg","Мнения","Unknown","1"
"RT","""If Western Europe is to be saved from oblivion, this is where it will happen""","RT","2025-12-14T12:44:52","https://www.rt.com/news/629433-italy-save-western-europe/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/693eb11d85f5403c2227d98e.jpg","Мнения","Politics","1"
"Vedomosti.ru","Кино или жизнь: отличаете ли вы реальные истории от вымысла сценаристов?","","2025-04-01T09:33:48","https://www.vedomosti.ru/lifestyle/test/2025/04/01/1101202-kino-ili-zhizn","https://cdn.vdmsti.ru/image/2025/2i/14h4r7/normal-1ggf.jpg","Стиль жизни / Досуг","Science and tech","1"
"Vedomosti.ru","Сотрудники Wildberries в Софьино пожаловались на досмотры в полуголом виде","Лиана Липанова","2025-01-15T00:43:07","https://www.vedomosti.ru/business/articles/2025/01/15/1086215-sotrudniki-sklada-wildberries-pozhalovalis-na-dosmotri-v-polugolom-vide","https://cdn.vdmsti.ru/image/2025/e/1evv0q/normal-1ty4.jpg","Бизнес / Торговля и услуги","Politics","1"
"Vedomosti.ru","Заместитель Федорищева пойдет на выборы в Госдуму по округу Хинштейна","Елена Мухаметшина","2025-12-23T00:47:05","https://www.vedomosti.ru/politics/articles/2025/12/23/1165502-zamestitel-fedorischeva-poidet-na-vibori-v-gosdumu","https://cdn.vdmsti.ru/image/2025/9w/1czvqa/normal-1rhz.jpg","Политика / Власть","Politics","3"
"Vedomosti.ru","МВФ призвал Казахстан сократить роль госсектора","Данила Моисеев","2025-11-25T00:09:00","https://www.vedomosti.ru/economics/articles/2025/11/25/1157728-mvf-prizval-kazahstan-sokratit-rol-gossektora","https://cdn.vdmsti.ru/image/2025/94/1dzbfq/normal-1srx.jpg","Экономика / Мировая экономика","Health","1"
"RT","Ukraine is drowning in a swamp of corruption – and the West is trying to make it look like a good thing","RT","2025-11-19T16:04:26","https://www.rt.com/news/628023-ukraine-corruption-western-media/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.11/thumbnail/691de3002030276b59421754.jpg","Мнения","Politics","1"
"Lenta.ru","""«Зов предков» Мистические напевы, таежные колыбельные и электропанк из калмыцких степей. Зачем их включать в плейлист?""","Екатерина Каменченко","2025-12-22T00:01:00","https://lenta.ru/articles/2025/12/22/zov/","https://icdn.lenta.ru/images/2025/10/13/12/20251013123606223/pic_a036cea3079dc9d8e6b719c85efb2010.jpg","Моя страна","Politics","2"
"Vedomosti.ru","Минфин допустил изменение программы долгосрочных сбережений","Ведомости","2025-12-03T21:04:14","https://www.vedomosti.ru/finance/news/2025/12/03/1160350-minfin-dopustil-izmenenie","https://cdn.vdmsti.ru/image/2025/9d/18rbe0/normal-1m0d.png","Финансы","Economics","1"
"Lenta.ru","Раненый боец СВО 24 дня пролежал под мостом и выжил","Алан Босиков","2025-12-23T10:58:00","https://lenta.ru/news/2025/12/23/ranenyy-boets-svo-24-dnya-prolezhal-pod-mostom-i-vyzhil/","https://icdn.lenta.ru/images/2025/12/23/10/20251223105825008/pic_35ced72c97d6f77d2fc9f6f0f422df35.jpg","Россия","Politics","3"
"RG","На окно ограбленной галереи Лувра установили решетку","RG","2025-12-23T21:26:50","https://rg.ru/2025/12/23/na-okno-ograblennoj-galerei-luvra-ustanovili-reshetku.html","","","Unknown","5"
"RT","‘Driving Home for Christmas’ singer Chris Rea dies","RT","2025-12-23T04:06:49","https://www.rt.com/pop-culture/629897-driving-home-for-christmas-singer-dies/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/694a15202030271aa660fa22.jpg","","Unknown","3"
"Vedomosti.ru","В Европарламенте заявили об отсутствии средств на финансирование Украины","Ведомости","2025-12-22T19:59:14","https://www.vedomosti.ru/politics/news/2025/12/22/1165480-ob-otsutstvii-sredstv","https://cdn.vdmsti.ru/image/2025/9w/16jowb/normal-1j54.png","Политика / Международные отношения","Politics","2"
"RT","St. Petersburg’s Hermitage blends art and tech in immersive tour project (VIDEO)","RT","2025-06-20T14:25:47","https://www.rt.com/pop-culture/619969-st-petersburg-hermitage-digital-tour/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.06/thumbnail/68556e2d203027266963b5d8.jpg","Поп-культура","Science and tech","1"
"Lenta.ru","Кремль пригласит мечтающую стать журналистом девочку на мероприятия Путина","Марина Совина","2025-12-21T23:10:00","https://lenta.ru/news/2025/12/21/kreml-priglasit-mechtayuschuyu-stat-zhurnalistom-devochku-na-meropriyatiya/","https://icdn.lenta.ru/images/2025/12/21/23/20251221231816015/pic_3d23f16230439cb85edaa0d434b607eb.jpg","Россия","Politics","2"
"RT","EU Commission bans Euractiv over ‘critical journalism’ – editor-in-chief","RT","2025-12-21T02:52:00","https://www.rt.com/news/629832-eu-euractiv-critical-journalism-ban/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/69475e98203027313006c6d4.jpg","Новости","Politics","2"
"Vedomosti.ru","Орешкин: влияние ИИ на рынок труда еще предстоит осознать","Ведомости","2025-12-23T11:38:38","https://www.vedomosti.ru/technology/news/2025/12/23/1165620-vliyanie-ii-na-rinok-truda","https://cdn.vdmsti.ru/image/2025/9x/omr78/normal-vx8.jpg","Технологии / Интернет и digital","Economics","3"
"Lenta.ru","В Госдуме высказались о сроках международного признания всей ДНР российской","Юлия Сычева","2025-12-22T15:10:00","https://lenta.ru/news/2025/12/22/v-gosdume-vyskazalis-o-srokah-priznaniya-ostavsheysya-chasti-dnr-rossiyskoy/","https://icdn.lenta.ru/images/2025/12/22/14/20251222144551810/pic_501460c59b6d8af8f87aa4c7c1ccaeb9.jpg","Россия","Politics","2"
"RG","Минпромторг: В России могут выпускать более 18 тысяч туравтобусов в год","RG","2025-12-23T21:13:45","https://rg.ru/2025/12/23/minpromtorg-v-rossii-mogut-vypuskat-bolee-18-tysiach-turavtobusov-v-god.html","","","Unknown","5"
"Vedomosti.ru","""Песков рассказал о вопросах, которые не понравились ему на «Итогах года»""","Ведомости","2025-12-21T12:36:08","https://www.vedomosti.ru/politics/news/2025/12/21/1165075-peskov-rasskazal-o-voprosah","","Политика / Власть","Politics","2"
"Vedomosti.ru","Генпрокуратура: в зону спецоперации передано более 5500 конфискованных авто","Ведомости","2025-11-20T18:06:28","https://www.vedomosti.ru/auto/news/2025/11/20/1156732-genprokuratura-v-zonu-spetsoperatsii","https://cdn.vdmsti.ru/image/2025/90/12lkrq/normal-1e0y.png","Авто / Легковые автомобили","Science and tech","1"
"RT","EU leaders fail to agree on stealing Russian assets for Ukraine:  As it happened","RT","2025-12-18T09:06:08","https://www.rt.com/news/629589-eu-struggling-plan-steal-russian-assets/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/6943c9322030277435279e33.jpg","Новости","Politics","1"
"TASS","В Тюмени возобновили подачу тепла в дома после аварии","","2025-12-23T21:22:07","https://tass.ru/obschestvo/26000195","","Общество","Accidents","5"
"Vedomosti.ru","Китай стал крупнейшим поставщиком пива в РФ","Ведомости","2025-12-06T11:27:10","https://www.vedomosti.ru/business/news/2025/12/06/1161064-kitai-stal-krupneishim","","Бизнес / Торговля и услуги","Politics","1"
"Vedomosti.ru","""Идеология, деньги, изоляционизм и западное полушарие""","Георгий Асатрян","2025-12-08T09:45:06","https://www.vedomosti.ru/opinion/columns/2025/12/08/1161031-ideologiya-dengi-izolyatsionizm","https://cdn.vdmsti.ru/image/2025/9f/17upel/normal-1ku0.png","Мнения","Politics","1"
"RT","Why putting Sarkozy in prison would be a mistake","RT","2025-09-28T17:08:05","https://www.rt.com/news/625476-france-sarkozy-prison-mistake/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.09/thumbnail/68d95fa620302741d86380bc.jpg","Мнения","Unknown","1"
"RT","Maduro would be ‘smart’ to get out – Trump","RT","2025-12-23T08:37:36","https://www.rt.com/news/629905-trump-maduro-regime-change/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/694a4b5c85f5403f4875969a.jpg","Новости","Culture","3"
"RT","Kiev facing growing discontent over corruption – Russian intel","RT","2025-12-18T14:26:33","https://www.rt.com/russia/629639-ukraine-corruption-consequences-svr/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/69440e972030276f6c5b315d.jpg","Россия","Politics","1"
"RT","‘Driving Home for Christmas’ singer Chris Rea dies","RT","2025-12-23T04:06:49","https://www.rt.com/pop-culture/629897-driving-home-for-christmas-singer-dies/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/694a15202030271aa660fa22.jpg","Поп-культура","Culture","3"
"Vedomosti.ru","Песков: решения о продлении эксперимента по налоговым патентам нет","Ведомости","2025-12-21T12:11:31","https://www.vedomosti.ru/economics/news/2025/12/21/1165069-peskov-resheniya","","Экономика / Налоги и сборы","Politics","2"
"Vedomosti.ru","Новые налоги и рост числа IPO привели к буму опционных программ мотивации","Дарья Мосолкина","2024-08-12T00:02:54","https://www.vedomosti.ru/management/articles/2024/08/12/1055132-novie-nalogi-i-rost-chisla-ipo-priveli-k-bumu-optsionnih-programm","https://cdn.vdmsti.ru/image/2024/69/1edl/normal-1t.jpg","Менеджмент / Управление","Economics","1"
"Vedomosti.ru","""Глава минобороны ФРГ не поверил, что война между Россией и НАТО возможна""","Ведомости","2025-12-23T10:11:24","https://www.vedomosti.ru/politics/news/2025/12/23/1165577-glava-minoboroni-frg","https://cdn.vdmsti.ru/image/2025/9x/lgwc0/normal-rto.jpg","Политика / Международные отношения","Politics","3"
"Vedomosti.ru","Сбербанк намерен внедрить возможность покупки ЦФА в мобильном приложении","Ведомости","2025-12-11T10:00:57","https://www.vedomosti.ru/finance/news/2025/12/11/1162332-sberbank-nameren-vnedrit","https://cdn.vdmsti.ru/image/2025/9l/l7h8t/normal-rhg.jpg","Финансы / Банки","Economics","1"
"Lenta.ru","""Как сервировать праздничный стол на Новый год — 2026: идеи, цветовая гамма, советы по декору""","Ксения Дорофеева","2025-12-11T19:21:10","https://lenta.ru/articles/2025/12/11/kak-servirovat-prazdnichnyy-stol-na-novyy-god-2026/","https://icdn.lenta.ru/images/2025/12/03/15/20251203154729429/pic_9772dbadbada7914beb2443c18e141de.jpg","Россия","Politics","1"
"RT","The great American offload: Did the US just find a new place to send its problems?","RT","2025-11-06T12:17:04","https://www.rt.com/africa/627358-africa-us-dumping-ground/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.11/thumbnail/690c876c85f54035e0396a74.jpg","Мнения","Science and tech","1"
"RT","Putin offers Zelensky a deal on elections","RT","2025-12-19T18:34:42","https://www.rt.com/russia/629782-putin-ukraine-election-ultimatum/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","https://mf.b37mrtl.ru/files/2025.12/thumbnail/694587cc85f5401f4852f4e2.jpg","Россия","Politics","1"
